3Ltr,Company,Country,Telephony
SSQ,SUNSTATE AIRLINES (QLD) PTY,AUSTRALIA,SUNSTATE
SSR,SARDINIAN SKY SERVICE S.R.L.,ITALY,SARDINIAN
SSS,"COMPANIA DE SERVICIOS AEREOS, S.A. (SAESA)",SPAIN,SAESA
SST,ROYAL CANADIAN MOUNTED POLICE (RCMP),CANADA,STETSON
SSU,SERVICIOS AEREOS SUCRE C.A. (SASCA),VENEZUELA,SASCA
SSV,ANDA AIR LLC,UKRAINE,
SSW,SKYHAWKS AVIATION SERVICE WORLDWIDE,PAKISTAN,
SSX,"LYNX AVIATION, INC. (WESTMINSTER, CO)",UNITED STATES,SHASTA
SSZ,SPECSAVERS AVIATION LTD,UNITED KINGDOM,SPECSAVERS
STA,D.O. SYSTEMS LTD,UNITED KINGDOM,STAR
STB,ST BARTH EXECUTIVE,FRANCE,SEA BARTH
STE,FLY FAMG T/A AGULHAS 360,SOUTH AFRICA,STEAMLINE
STF,SFT-SUDANESE FLIGHT,SUDAN,
STG,"SEDALIA, MARSHALL, BOONVILLE STAGE LINE, INC. (DES MOINES, IA)",UNITED STATES,STAGE
STH,RTE / STH,FRANCE,ZELTRON
STI,SONTAIR LTD,CANADA,SONTAIR
STJ,"EMPER GENERAL AVIATION (SUZHOU) CO., LTD.",CHINA,KINGSMAN
STK,STOBART AIR,IRELAND,STOBART AIR
STL,STAPLEFORD FLIGHT CENTRE,UNITED KINGDOM,STAPLEFORD
STN,ST. ATHAN MU,UNITED KINGDOM,SAINT ATHAN
STO,"STREAMLINE OPS, CJSC",RUSSIAN FEDERATION,SLOPS
STP,STP AIRWAYS,SAO TOME AND PRINCIPE,SAOTOME AIRWAYS
STQ,"STARWINGS DORTMUND LUFTFAHRTGESELLSCHAFT MBH, DORTMUND",GERMANY,STARTREK
STR,STERNA LINHAS AREAS LTDA.,BRAZIL,STERNA
STS,SERVICOS AUXILIARES DE TRANSPORTES AEREOS (SATA),BRAZIL,
STT,"WESTERN AIRCRAFT, INC.",UNITED STATES,SAWTOOTH
STV,SATURN AVIATION,UNITED STATES,SATURN
STW,SOUTHWIND AIRLINES,TURKEY,MOON STAR
STX,STARS AWAY AVIATION,SOUTH AFRICA,STARSAWAY
STY,"ALTIUS AVIATION, LLC (SYRACUSE, NY)",UNITED STATES,ALTAIR
STZ,BIZ AFRICA 1019 CC T/A STUDIO 88 AVIATION,SOUTH AFRICA,STUDIO
SUA,SILESIA AIR J.S.C.,CZECHIA,AIR SILESIA
SUB,"SUBURBAN AIR FREIGHT, INC. (OMAHA, NE)",UNITED STATES,SUB AIR
SUC,"SUNFLY, S.L.",SPAIN,
SUD,SUDAN AIRWAYS,SUDAN,SUDANAIR
SUE,SU AIRLINES,GAMBIA,SU AIRLINES
SUF,SUNFLOWER AIRLINES LIMITED,FIJI,SUNFLOWER
SUH,"SURAVIA, S.A.",SPAIN,
SUI,SWISS AIR FORCE,SWITZERLAND,SWISS AIR FORCE
SUK,SUPERIOR AVIATION SERVICES LTD,KENYA,SKYCARGO
SUL,AMERICA DO SUL LINHAS AEREAS LTDA.,BRAZIL,ASTAIR
SUM,FEDERAL STATE BUDGET INSTITUTION AVIATION RESCUE COMPANY OF EMERCOM OF RUSSIA,RUSSIAN FEDERATION,SUMES
SUP,AERONAUTICAL CHARTERS INC.,UNITED STATES,SUN SPEED
SUQ,SUPERIOR AIR S.A.,GREECE,SUPERIOR
SUR,SUN AIR,EGYPT,
SUS,SUN-AIR OF SCANDINAVIA A/S,DENMARK,SUNSCAN
SUT,SUMMIT AIR LTD.,CANADA,SUMMIT
SUU,"STAR WEST AVIATION (EVANSTON, WY)",UNITED STATES,SUNSTAR
SUV,SUNDANCE AIR S.A.,VENEZUELA,DANCEAIR
SUY,AERIAL SURVEYS (1980) LTD,NEW ZEALAND,SURVEY
SVA,SAUDI ARABIAN AIRLINES,SAUDI ARABIA,SAUDIA
SVB,"SIAVIA, D.O.O.",SLOVENIA,SIAVIA
SVD,ST. VINCENT GRENADINES AIR (1990) LIMITED,SAINT VINCENT AND THE GRENADINES,GRENADINES
SVE,"AERO SERVICIOS ESPECIALIZADOS, S.A. DE C.V.",MEXICO,AEROESPECIAL
SVF,SWEDISH ARMED FORCES,SWEDEN,SWEDEFORCE
SVG,SOLENTA AVIATION GABON,GABON,SOLAVIA
SVI,SKY VISION AIRLINES CO,EGYPT,
SVL,"ALANTE AIR CHARTER, LLC",UNITED STATES,SUN DEVIL
SVN,SAVANAIR (ANGOLA) LDA.,ANGOLA,SAVANAIR
SVP,STAR AVIATION PVT. LTD,INDIA,STAR INDIA
SVR,URAL AIRLINES,RUSSIAN FEDERATION,SVERDLOVSK AIR
SVS,SAS LINK AB,SWEDEN,DISCOVER
SVV,SALT AVIATION SP. Z.O.O.,POLAND,SALTAVIATION
SVW,GLOBAL JET LUXEMBOURG S.A.,LUXEMBOURG,SILVER ARROWS
SVX,"SECURITY AVIATION, INC. (ANCHORAGE, AK)",UNITED STATES,SECURITY AIR
SVZ,"SERVICIOS EJECUTIVOS AEREOS VIZ, S.A. DE C.V.",MEXICO,SERVICIOS VIZ
SWA,"SOUTHWEST AIRLINES CO. (SAN ANTONIO, TX)",UNITED STATES,SOUTHWEST
SWC,HELIAIR SWEDEN AB,SWEDEN,SWEDCOPTER
SWD,"TRIFLY, LLC (MINNEAPOLIS, MN)",UNITED STATES,SAWBLADE
SWE,SVENSKT AMBULANSFLYG,SWEDEN,SWEDECARE
SWF,GALAIR INTERNATIONAL LIMITED,UNITED KINGDOM,GALAIR
SWG,SUNWING AIRLINES INC.,CANADA,SUNWING
SWH,ADLER AVIATION LTD,CANADA,SHOCKWAVE
SWI,"SUNWORLD INTERNATIONAL AIRWAYS, INC. (LAS VEGAS, NV)",UNITED STATES,SUNWORLD
SWJ,SKY WINGS FLIGHT SUPPORT SERVICES,PAKISTAN,
SWK,SUWAIKET AVIATION,UNITED ARAB EMIRATES,ZAGEL
SWM,SKYWINGS ASIA AIRLINES,CAMBODIA,SKY ANGKOR
SWN,WEST ATLANTIC SWEDEN AB,SWEDEN,AIR SWEDEN
SWO,SURINAM INTERNATIONAL VICTORY AIRLINE N.V.,SURINAME,SIVA
SWP,STAR WORK SKY,ITALY,STAR WORK
SWQ,"INTERSTATE EQUIPMENT LEASING, INC. D/B/A SWIFT AIR (PHOENIX, AZ)",UNITED STATES,SWIFTFLIGHT
SWR,SWISS INTERNATIONAL AIR LINES LTD,SWITZERLAND,SWISS
SWS,"LINDQUIST INVESTMENT CO., LTD. D/B/A SUNWEST AVIATION (OGDEN, UT)",UNITED STATES,SUNNY WEST
SWT,SWIFTAIR S.A.,SPAIN,SWIFT
SWV,SVENSK LUFTAMBULANS,SWEDEN,SWEDEMED
SWW,SWISS PRIVATE JET SA,SWITZERLAND,LAKE
SWY,"SKYWAY, CJSC",RUSSIAN FEDERATION,
SWZ,CABOLAR (PTY) LTD T/A SKYWISE,SOUTH AFRICA,SKYWISE
SXA,"SOUTHERN CROSS AVIATION, INC. (CAMARILLO, CA)",UNITED STATES,FERRY
SXC,SKY EXEC AVIATION SERVICES,NIGERIA,SKY EXEC
SXD,"SUNEXPRESS DEUTSCHLAND GMBH, FRANKFURT (MAIN)",GERMANY,SUNRISE
SXF,"SOUTHERN CROSS AVIATION INC., LLC",UNITED STATES,SOUTHERN FLIGHT
SXI,SOUTHERN CROSS INTERNATIONAL,NETHERLANDS,SOUTHERN CROSS
SXJ,SHANXI SHENFEI JET CO. LTD.,CHINA,BIG WING
SXL,"CORNERSTONE AVIATION, LLC. D/B/A SKYLINE FLIGHT (STOW, MA)",UNITED STATES,SONIC
SXM,ST. MAARTEN AIRWAYS,NETHERLANDS,SAINT MAARTEN
SXN,SAXON AIR,UNITED KINGDOM,SAXONAIR
SXP,SOUTH PACIFIC EXPRESS HOLDINGS LIMITED,SAMOA,SOUTHPAC EXPRESS
SXS,GUNES EKSPRES HAVACILIK A.S. (SUNEXPRESS),TURKEY,
SXT,"SERVICIOS DE TAXI AEREOS, S.A. DE C.V.",MEXICO,SERTAXI
SXY,SAFARI EXPRESS CARGO LIMITED,KENYA,SAFARI EXPRESS
SXZ,"GREAT CIRCLE AVIATION, LLC (SAN MARCOS, CA)",UNITED STATES,SOCALAIR
SYA,SYPHAXAIR,TUNISIA,SYPHAXAIR
SYB,SKYSERVICE BUSINESS AVIATION INC.,CANADA,SKYBIZ
SYC,"SYSTEC 2000, INC (WATERFORD, MI)",UNITED STATES,SYSTEC
SYD,FLYING AMBULANCE (PTY) LTD T/A AEROCARE,SOUTH AFRICA,SKYDOCTOR
SYE,SHEBA AVIATION,YEMEN,
SYF,"SKY ONE EXPRESS AIRLINES INC. (REISTERTOWN, MD)",UNITED STATES,SKY FIRST
SYG,SYNERGY AVIATION LTD,UNITED KINGDOM,SYNERGY
SYH,SKY HANDLING,UKRAINE,
SYI,"SONALYSTS, INC. (WATERFORD, CT)",UNITED STATES,
SYJ,SLATE FALLS AIRWAYS LTD.,CANADA,
SYK,"J AND A PROPERTIES D/B/A SATSAIR, INC. (GREENVILLE, SC)",UNITED STATES,AEROCAB
SYL,"AIRCOMPANY YAKUTIA, JOINT-STOCK COMPANY",RUSSIAN FEDERATION,AIR YAKUTIA
SYM,SKY SERVICES MALTA LTD,MALTA,VOLO SKY
SYN,SYNCRUDE CANADA LTD,CANADA,SYNCRUDE
SYO,SYERSTON FTU,UNITED KINGDOM,SYERSTON
SYP,SYNESIS AVIATION,CYPRUS,SYNESIS
SYR,SYRIAN ARAB AIRLINES,SYRIAN ARAB REPUBLIC,SYRIANAIR
SYS,SHAWBURY FTU,UNITED KINGDOM,SHAWBURY
SYT,AEROSUD AVIATION,SOUTH AFRICA,SKYTRACK
SYU,SKY UNLIMITED,NETHERLANDS,SKY UNLIMITED
SYV,"SPECIAL AVIATION SYSTEMS, INC. (LEIPSIC, OH)",UNITED STATES,SPECIAL SYSTEM
SYY,SOUTH AFRICAN HISTORIC FLIGHT,SOUTH AFRICA,SKY COACH
SYZ,ZIL AIR PTY LTD,SEYCHELLES,ZIL AIR
SZA,"ASTRO AIR CO., LTD",CHINA,AIR ASTRO
SZG,SHTOTZ AGRO SERVICE,BELARUS,STOTZ AGRO
SZL,ROYAL ESWATINI NATIONAL AIRWAYS CORPORATION,ESWATINI,ESWATINI
SZN,AIR SENEGAL SA,SENEGAL,SENSA
SZS,SCANDINAVIAN AIRLINES IRELAND LIMITED DBA SAS CONNECT,IRELAND,SPINNAKER
SZT,"SERVICIOS AERONAUTICOS Z, S.A. DE C.V.",MEXICO,AERO ZEE
TAA,"AEROSERVICIOS DE LA COSTA, S.A. DE C.V.",MEXICO,AERO COSTA
TAB,"TRANSPORTES AERONAUTICOS DEL BAJIO, S.A. DE C.V.",MEXICO,TRANS-BAJIO
TAC,THAI AVIATION ACADEMY,THAILAND,TAURUS
TAD,"TRANSAVIA FLUGBETRIEBSGESELLSCHAFT MBH, SPEYER",GERMANY,
TAE,EMPRESA PUBLICA TAME LINEA AEREA DEL ECUADOR (TAME EP),ECUADOR,TAME
TAF,TOPFLIGHT AERO-SERVICES LTD.,BAHAMAS,TOP FLIGHT
TAG,TAG AVIATION SAN MARINO S.R.L.,SAN MARINO,TAGSPIRIT
TAH,AIR ANKA AIRLINES INC.- AIR ANKA HAVA YOLLARI A.S.,TURKEY,AIR ANKA
TAI,TACA INTERNATIONAL AIRLINES S.A.,EL SALVADOR,TACA
TAJ,"TUNISAVIA - SOCIETE DE TRANSPORTS, SERVICES ET TRAVAUX AERIENS",TUNISIA,TUNISAVIA
TAK,TRANSAFRICAN AIR LIMITED,KENYA,TRANSAFRICAN
TAL,TALAIR PTY. LTD.,PAPUA NEW GUINEA,TALAIR
TAM,TAM - LINHAS AEREAS S.A.,BRAZIL,TAM
TAN,ZANAIR LIMITED,UNITED REPUBLIC OF TANZANIA,ZANAIR
TAO,TRANSPORTES AEROMAR,MEXICO,TRANS-AEROMAR
TAP,"TRANSPORTES AEREOS PORTUGUESES, E.P.",PORTUGAL,AIR PORTUGAL
TAQ,"TRABAJOS AEREOS PUBLICITARIOS, S.L.",SPAIN,
TAR,TUNIS AIR - SOCIETE TUNISIENNE DE L AIR,TUNISIA,TUNAIR
TAS,LOTUS AIRLINE,EGYPT,LOTUS FLOWER
TAU,"TRANSPORTES AEREOS TAURO, S.A. DE C.V.",MEXICO,TRANSTAURO
TAV,COMPANIA DE SERVICIOS AEREOS TAVISA,SPAIN,TAVISA
TAX,"THAI AIRASIA X CO., LTD",THAILAND,EXPRESS WING
TAY,ASL AIRLINES BELGIUM,BELGIUM,QUALITY
TAZ,TRACK AVIATION SERVICES PAKISTAN,PAKISTAN,
TBA,"TIBET AIRLINES CO., LTD",CHINA,TIBET
TBC,TBILISI AIRWAYS,GEORGIA,TBILISI
TBG,TROPICAL AIRWAYS D HAITI,HAITI,
TBI,"TAB EXPRESS INTERNATIONAL (DELAND, FL)",UNITED STATES,TAB INTERNATIONAL
TBJ,TAG AVIATION ASIA LIMITED,CHINA,TAG JET
TBL,TERRIBLE HERBST INC.,UNITED STATES,TERRIBLES
TBN,TABAN AIRLINES,IRAN (ISLAMIC REPUBLIC OF),TABAN
TBO,"RWS AVIATION, LLC",UNITED STATES,CARTILLION
TBQ,TRIAIR BERMUDA LTD,UNITED KINGDOM,
TBS,TIMBIS AIR SERVICES,KENYA,TIMBIS
TBZ,ATA AIRLINES,IRAN (ISLAMIC REPUBLIC OF),ATALAR AIR
TCA,TRADECRAFT NIGERIA LTD,NIGERIA,TRADECRAFT
TCB,TRANSPORTE AEREO DE COLOMBIA,COLOMBIA,AEREO COLOMBIA
TCC,TRANS CONTINENTAL AIRLINES,SUDAN,TRANSCAL
TCE,"TRANS-COLORADO AIRLINES, INC. (GUNNISON, CO)",UNITED STATES,TRANS-COLORADO
TCG,TRANSAFRICAINE AIR CARGO,BURKINA FASO,AFRICARGO
TCH,TRANSCONTINENTAL AIR WLL,BAHRAIN,TRANS GULF
TCI,AMBER AVIATION LIMITED,CHINA,AMBER
TCJ,TAG AVIATION (CAYMAN) SEZC,CAYMAN ISLANDS,TAG ISLAND
TCK,TRANS CARAVAN KG,KYRGYZSTAN,TRANS CARAVAN
TCL,"ESCAPE AVIATION D/B/A COASTAL AIR TRANSPORT  (FAIRHOPE, AL)",UNITED STATES,TRANS COASTAL
TCM,"TELEDYNE CONTINENTAL MOTORS (MUSKEGON, MI)",UNITED STATES,TELEDYN
TCO,AEROTRANSCOLOMBIANA DE CARGA LTDA.,COLOMBIA,TRANSCOLOMBIA
TCP,TRANSCORP AIRWAYS,UNITED KINGDOM,TRANSCORP
TCQ,AMBER AVIATION SAN MARINO S.R.L.,SAN MARINO,AMSAN
TCR,LANEAS AEREAS TRANS COSTA RICA S.A.,COSTA RICA,TICOS
TCS,"ATS, PRIVATE COMPANY",UKRAINE,TECHSERVICE
TCT,TRANSCONTINENTAL SUR S.R.L.,URUGUAY,TRANS-CONT
TCV,TRANSPORTES AEREOS DE CABO VERDE - TACV,CABO VERDE,CABOVERDE
TCW,VLM AIRLINES N.V.,BELGIUM,PHOENIX
TCX,THOMAS COOK AIRLINES LTD,UNITED KINGDOM,THOMAS COOK
TCY,"TWIN CITIES AIR SERVICE, INC. (AUBURN, ME)",UNITED STATES,TWIN CITY
TDA,"TREND AVIATION, LLC (ORLANDO, FL)",UNITED STATES,TREND AIR
TDB,"WELCH AVIATION, INC. (ALPENA, MI)",UNITED STATES,THUNDER BAY
TDC,"TADAIR, S.A.",SPAIN,TADAIR
TDE,"TELAVIA D/B/A FLIGHT ONE, INC. (TELLURIDE, CO)",UNITED STATES,TELLURIDE
TDG,"AIR CARGO EXPRESS, INC. (LITTLE ROCK, AR)",UNITED STATES,TURBO DOG
TDK,TRANSAVIA DENMARK APS,DENMARK,
TDR,TRADE AIR,CROATIA,TRADEAIR
TDS,TSARADIA,MADAGASCAR,TSARADIA
TDT,ATLAS HELICOPTERS LTD,UNITED KINGDOM,TRIDENT
TEA,EXECUTIVE TURBINE AVIATION (PTY) LTD,SOUTH AFRICA,TRAVELMAX
TEB,TECNOAVIACION,SPAIN,
TEC,"ADI SHUTTLE GROUP, LLC (MATHER, CA)",UNITED STATES,TECHJET
TED,"AERO SERVICIOS AZTECA, S.A. DE C.V.",MEXICO,AEROAZTECA
TEE,WEST FREUGH DTEO,UNITED KINGDOM,TEEBIRD
TEF,"TECNICAS FOTOGRAFICAS, S.L.",SPAIN,TECFOTO
TEG,"AEROSERVICIOS DE TLALTENANGO, S.A. DE C.V.",MEXICO,SERVITLAL
TEJ,AERO JET,ANGOLA,
TEK,AERO-TECH SERVICES,UNITED STATES,ATECH
TEL,"TELFORD AVIATION, INC. (WATERVILLE, ME)",UNITED STATES,TELFORD
TEN,"TENNESSEE AIRWAYS (ALCOA, TN)",UNITED STATES,TENNESSEE
TEO,"TRANSAEREO 5074, C.A.",VENEZUELA,TRANSAEREO
TEP,"TRANSPORTES EJECUTIVOS PIZA, S.A. DE R.L.",MEXICO,TRANSPORTES PIZA
TER,"TERRITORIAL AIRLINES, INC. (SANTA FE, NM)",UNITED STATES,TERRI-AIRE
TES,"TAESPEJO PORTUGAL, LDA",PORTUGAL,TESABAN
TEU,TAG AVIATION (MALTA) LTD,MALTA,TAG MALTA
TEW,AIRTEAM CHARTER (PTY) LTD,SOUTH AFRICA,TEAMWORK
TEX,FREEDOM JETS,UNITED STATES,BIG TEX
TEZ,TEZ JET AIRLINES,KYRGYZSTAN,TEZJET
TFA,"TRANS-FLORIDA AIRLINES (DAYTONA BEACH, FL)",UNITED STATES,TRANS FLORIDA
TFF,"TALON AIR, INC. (FARMINGDALE, NY)",UNITED STATES,TALON FLIGHT
TFG,BLUESTREAM AVIATION LTD,UNITED KINGDOM,TRAFALGAR
TFI,"TRANSPORT FACILITATORS, INC. (HOUSTON, TX)",UNITED STATES,
TFK,TRANSAFRIK INTERNATIONAL LTD,SAO TOME AND PRINCIPE,
TFL,TUI AIRLINES NEDERLAND,NETHERLANDS,ORANGE
TFR,AIR FREIGHT NZ LTD,NEW ZEALAND,TOLL FREIGHT
TFS,"TFF GMBH, OSNABRUECK",GERMANY,CAMPUS
TFT,THAI FLYING SERVICE CO. LTD,THAILAND,THAI FLYING
TFU,213 FLIGHT UNIT,RUSSIAN FEDERATION,
TFX,TOLL AVIATION PTY LTD,AUSTRALIA,TOLL EXPRESS
TFY,TAYSIDE AVIATION LTD,UNITED KINGDOM,TAYSIDE
TGA,AVIASHELF,RUSSIAN FEDERATION,TAIGA
TGC,TG AVIATION LTD,UNITED KINGDOM,THANET
TGE,TRABAJOS AEREOS S.A.,SPAIN,TASA
TGG,TIGER AIRWAYS AUSTRALIA PTY LTD,AUSTRALIA,TIGGOZ
TGM,"TAG AVIATION ESPANA, S.A.",SPAIN,TAG ESPANA
TGN,"TRIGANA AIR SERVICE, PT.",INDONESIA,TRIGANA
TGO,CANADA - TRANSPORT CANADA,CANADA,TRANSPORT
TGP,TROPICANA AIRLINES,GHANA,TROPICANA
TGT,SAAB AB,SWEDEN,TARGET
TGU,TRANSPORTES AEREOS GUATEMALTECOS,GUATEMALA,CHAPIN
TGW,SCOOT PTE. LTD.,SINGAPORE,SCOOTER
TGX,TRANSAIR GABON,GABON,TRANSGABON
TGY,TRANS GUYANA AIRWAYS,GUYANA,TRANS GUYANA
TGZ,GEORGIAN AIRWAYS,GEORGIA,TAMAZI
THA,THAI AIRWAYS INTERNATIONAL LTD.,THAILAND,THAI
THC,TRANSPORTES NACIONALES CA,VENEZUELA,TRANAVEN
THD,THAI SMILE AIRWAYS,THAILAND,THAI SMILE
THF,TOURAINE HELICOPTERE,FRANCE,TOURAINE HELICO
THK,TURK HAVA KURUMU HAVA TAKSI ISLETMESI,TURKEY,HUR KUS
THL,TERNHILL (RAF),UNITED KINGDOM,TERNHILL
THR,TEHRAN AIRLINE,IRAN (ISLAMIC REPUBLIC OF),TEHRAN AIR
THS,TUSAS TURK HAVACILIK VE UZAY SANAYI A.S.,TURKEY,TUSAS
THT,AIR TAHITI NUI,FRANCE,TAHITI AIRLINES
THU,THUNDER AIRLINES LTD,CANADA,AIR THUNDER
THY,TURK HAVA YOLLARI (TURKISH AIRLINES CO.),TURKEY,TURKISH
TIA,TRANS INTERNATIONAL AIRLINES,UNITED STATES,TRANS INTERNATIONAL
TIB,"TRIP, TRANSPORTE AEREO REGIONAL DO INTERIO PAULISTA LTDA.",BRAZIL,TRIP
TIC,TRANSPORTES AEREOS COSTARRICENSES,COSTA RICA,TAC AIRLINES
TIE,TIME AIR,CZECHIA,TIME AIR
TIG,TIGER HELICOPTERS LTD,UNITED KINGDOM,TIGRIS
TIH,S.C.ION TIRIAC S.A.,ROMANIA,TIRIAC AIR
TIL,TAJIKISTAN INTERNATIONAL AIRLINES,TAJIKISTAN,TIL
TIM,TEAM TRANSPORTES AEREOS,BRAZIL,TEAM BRASIL
TIN,AIR TINDI LTD.,CANADA,TINDI
TIP,"C AND M AVIATION (BUTTE, MT)",UNITED STATES,TRANSPAC
TIR,"ANTAIR, S.A. DE C.V.",MEXICO,ANTAIR
TIS,AVIATIS,RUSSIAN FEDERATION,AVIATIS
TIV,"CORPORATE FLIGHT INTERNATIONAL, DBA THRIVE AVIATION",UNITED STATES,THRIVE
TIW,"TRANSCARGA INTL AIRWAYS, C.A.",VENEZUELA,TIACA
TIX,FLEXFLIGHT S.R.L,SAN MARINO,MATRIX
TJA,TAPJETS INC,UNITED STATES,TAPJETS
TJB,TAYARAN JET,BULGARIA,ALADIN
TJC,TCA JET CHARTERS,DOMINICAN REPUBLIC,
TJD,ALISERIO SRL,ITALY,ALISERIO
TJE,"TOMZAJET, S.A. DE C.V.",MEXICO,TOMZAJET
TJK,TAJIKAIR,TAJIKISTAN,TAJIKAIR
TJS,TYROLEAN JET SERVICE NFG. GMBH & CO. KG,AUSTRIA,TYROLJET
TJT,TWIN JET,FRANCE,TWINJET
TKA,TRANSLIZ AVIATION (K) LTD,KENYA,TOURLIZ
TKC,THY HAVA KARGO TASIMACILIGI A.S.,TURKEY,TURKISH CARGO
TKK,"AERO WAYS, INC. (NEW CASTLE, DE)",UNITED STATES,TARKA
TKM,"JM FAMILY AVIATION (FT. LAUDERDALE, FL)",UNITED STATES,TACOMA
TKU,TRANSAFRIC UGANDA LIMITED,UGANDA,UGATRANS
TLA,"AEREOTCLA, S.A. DE C.V.",MEXICO,AEROCLA
TLC,"CARIBBEAN EXPRESS, INC. (MIAMI SPRINGS, FL)",UNITED STATES,CARIB-X
TLE,"AERO UTIL, S.A. DE C.V.",MEXICO,AEROUTIL
TLI,TL AVIATION GMBH,GERMANY,SPIRIT
TLJ,THALAIR,FRANCE,TALJET
TLK,STARLINK AVIATION,CANADA,STARLINK
TLM,"THAI LION MENTARI CO., LTD",THAILAND,MENTARI
TLN,"AEROTAXI ATLANTICO, S.A. DE C.V.",MEXICO,AERO ATLA
TLR,AIR LIBYA TIBESTI,LIBYA,AIR LIBYA
TLS,"TLC AIR, INC. (CARROLTON, TX)",UNITED STATES,TEALSY
TLT,TURTLE AIRWAYS LTD.,FIJI,TURTLE
TLU,"AERO TOLUCA INTERNACIONAL, S.A. DE C.V.",MEXICO,AEROTOLUCA
TLV,TRAVELAIR,URUGUAY,PAJAROS
TLX,"TELESIS TRANSAIR, INC. (DALLAS, TX)",UNITED STATES,TELESIS
TLY,TOP-FLY,SPAIN,TOPFLY
TLZ,TRANSLIZ AVIATION (TMS) LTD,SAO TOME AND PRINCIPE,TRANSLIZ
TMA,TRANS MEDITERRANEAN AIRLINES (TMA),LEBANON,TANGO LIMA
TMB,"VOLATO, INC.",UNITED STATES,TOMBO
TMC,"TRAVEL MANAGEMENT COMPANY LTD (ELKHART, IN)",UNITED STATES,TRAIL BLAZER
TMD,"TRANSMANDU, C.A.",VENEZUELA,TRANSMANDU
TME,THOMAS AIR,MONGOLIA,TAIMEN
TMG,"TRI MG INTRA ASIA AIRLINES, PT.",INDONESIA,TRILINES
TMI,TAMIR AIRWAYS LTD,ISRAEL,TAMIRWAYS
TMK,"TOMAHAWK AIRWAYS, INC. (ALCOA, TN)",UNITED STATES,TOMAHAWK
TML,SOCIETE ANONYME DE TRANSPORT ET TRAVAUX AERIENS DE MADAGASCAR (TAM),MADAGASCAR,TAM AIRLINE
TMM,"TRAFFIC MANAGEMENT CORPORATION (TMC) AIRLINES (YPSILANTI, MI)",UNITED STATES,WILLOW RUN
TMN,TASMAN CARGO AIRLINES PTY LTD,AUSTRALIA,TASMAN
TMQ,"TRAM, SOCIETE",MAURITANIA,TRAM AIR
TMR,TAMARA NIGER AVIATION,NIGER,TAMARA
TMS,"TEMSCO HELICOPTERS, INC. (KETCHIKAN, AK)",UNITED STATES,TEMSCO
TMT,TITAN AIRWAYS MALTA,MALTA,KAPOW
TMW,"TRANS MALDIVIAN AIRWAYS PVT., LTD",MALDIVES,TRANS MALDIVIAN
TMX,TRAMON AIR CC,SOUTH AFRICA,TRAMON
TMZ,TRANSPORTE AMAZON AIR C.A.,VENEZUELA,TRANS AMAZON
TNA,TRANSASIA AIRWAYS,CHINA,
TNE,"TAXIS AEREOS DEL NOROESTE, S.A. DE C.V.",MEXICO,TAXINOROESTE
TNF,TRANSAFRICAINE S.A.,BURKINA FASO,TRANSFAS
TNG,"TENNESSEE AIR NATIONAL GUARD, 164TH AIRLIFT GROUP",UNITED STATES,
TNI,"SCHWAN S SHARED SERVICES LLC (MARSHALL, MN)",UNITED STATES,INCA
TNK,"AIRMAX AIRLINES, INC. (WAYZATA, MN)",UNITED STATES,TONKA AIR
TNL,TENGERIYN ULAACH SHINE,MONGOLIA,SKY HORSE
TNO,"AEROTRANSPORTE DE CARGA UNION, S.A. DE C.V.",MEXICO,AEROUNION
TNR,"TANANA AIR SERVICES (TANANA, AK)",UNITED STATES,TAN AIR
TNU,"TRANSNUSA AVIATION MANDIRI, PT.",INDONESIA,TRANSNUSA
TNV,"TRANSNORTHERN, LLC (ANCHORAGE, AK)",UNITED STATES,TRANSNORTHERN
TNW,TRANS NATION AIRWAYS LTD,ETHIOPIA,TRANS-NATION
TNX,TRENER LTD,HUNGARY,TRAINER
TNY,"TWIN AIR CALYPSO LIMITED, INC. (FORT LAUDERDALE, FL)",UNITED STATES,TWINCAL
TOA,HELICOPTER SERVICES LTD,UNITED KINGDOM,TOPCAT
TOF,TOPCLIFFE FTU,UNITED KINGDOM,TOPCLIFFE
TOJ,TOJ AIRLINES,TAJIKISTAN,TOJ AIRLINE
TOK,AIRLINES OF PAPUA NEW GUINEA (APNG),PAPUA NEW GUINEA,BALUS
TOM,TUI AIRWAYS LIMITED,UNITED KINGDOM,TOMJET
TON,LULUTAI AIRLINES LIMITED,TONGA,TONGA
TOP,TOP AIR HAVACILIK SANAYI VE TICARET A.S.,TURKEY,AIR TOP
TOR,FLYGTA INC.,CANADA,HOMERUN
TOS,TROPIC AIR LTD,BELIZE,TROPISER
TOT,ANIVIA SERVICOS AEREOS LTDA,BRAZIL,TOTAL EXPRESS
TOW,AIRTANKER SERVICES LTD,UNITED KINGDOM,TOWLINE
TOY,TOYO AVIATION,ROMANIA,TOYO AVIATION
TPA,TRANSPORTES AEREOS MERCANTILES PANAMERICANOS S.A. (TAMPA),COLOMBIA,TAMPA
TPB,"AERO TROPICAL, LDA",ANGOLA,AERO TROPICAL
TPC,AIR CALEDONIE,FRANCE,AIRCAL
TPD,"TROPICAL AERO SERVICIOS, S.R.L.",DOMINICAN REPUBLIC,TROPICAL
TPG,"TRANSPORTES AEREOS PEGASO, S.A. DE C.V.",MEXICO,TRANSPEGASO
TPJ,"TEMPUS JETS, INC. (MAPLE, NC)",UNITED STATES,TEMPUS JETS
